2025-12-31 19:15:04,869 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '6b59c808-7394-5f67-8753-a9c70bf08ae1', 'Date': 'Wed, 31 Dec 2025 19:15:04 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:22:41,344 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '28fc36ca-2052-4076-b965-e54c36b5caf8', 'Date': 'Wed, 31 Dec 2025 19:22:41 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:22:45,814 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '0ee15061-3dcb-54a5-926f-31ae47fa5e03', 'Date': 'Wed, 31 Dec 2025 19:22:45 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:23:05,885 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '206e0fd8-397c-5966-bea1-6e174339a4b9', 'Date': 'Wed, 31 Dec 2025 19:23:05 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:23:20,498 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '19eaac22-148a-4fdc-bc8e-e3aebfdb7af6', 'Date': 'Wed, 31 Dec 2025 19:23:20 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:23:20,809 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '74fe8d5e-d8af-4b47-967f-6b9f91a2143c', 'Date': 'Wed, 31 Dec 2025 19:23:20 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:23:25,916 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '2c3920dc-2ba1-5d84-9609-411351f8c87e', 'Date': 'Wed, 31 Dec 2025 19:23:25 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:23:45,960 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '544f72e0-120e-5a6c-9a41-132f6863cd65', 'Date': 'Wed, 31 Dec 2025 19:23:45 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:23:59,208 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '4e8ebc55-0dd3-4f25-b4a5-d510cdc75600', 'Date': 'Wed, 31 Dec 2025 19:23:59 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:23:59,508 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '975a08f3-cda4-489c-b010-3ee3493d21a1', 'Date': 'Wed, 31 Dec 2025 19:23:59 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:24:05,986 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'd565be1b-0635-51ba-af9f-dfd47cb463f8', 'Date': 'Wed, 31 Dec 2025 19:24:05 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:24:26,027 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'f014a7bc-9bd6-542d-90de-c673e140f549', 'Date': 'Wed, 31 Dec 2025 19:24:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:24:39,769 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '667a4467-ef11-4693-aa74-34ec915332bf', 'Date': 'Wed, 31 Dec 2025 19:24:39 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:24:40,081 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '11c8daf2-5d75-440c-95a3-0051cc52426a', 'Date': 'Wed, 31 Dec 2025 19:24:40 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:24:46,054 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'ca659323-256e-54c9-85a5-f2ec5fc45ae6', 'Date': 'Wed, 31 Dec 2025 19:24:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:25:06,113 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'c88ccf3f-ae05-5e8e-8f32-aef0d4bbabed', 'Date': 'Wed, 31 Dec 2025 19:25:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:25:19,003 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'a77032bb-839c-4d60-ae97-acf11373fa18', 'Date': 'Wed, 31 Dec 2025 19:25:19 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:25:19,308 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '9881fc01-1795-4019-a821-6bbde1c9b47f', 'Date': 'Wed, 31 Dec 2025 19:25:19 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:25:26,145 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '078ed2b1-6a70-5e52-99d6-b37e10a2ffee', 'Date': 'Wed, 31 Dec 2025 19:25:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:25:46,197 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'bf18f35a-a107-54e7-b75b-9295dbe1695f', 'Date': 'Wed, 31 Dec 2025 19:25:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:25:58,244 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'dc80b2ae-35b0-451e-9a63-1ea8119c3540', 'Date': 'Wed, 31 Dec 2025 19:25:58 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:25:58,552 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '6aaddffd-2de1-4fee-8d97-31e04fd57c05', 'Date': 'Wed, 31 Dec 2025 19:25:58 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:26:06,258 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'c14a7d4e-0d71-5503-ac43-1c81778ba64f', 'Date': 'Wed, 31 Dec 2025 19:26:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:26:26,316 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '775e789f-fb44-5c30-b75b-1950804ad4cb', 'Date': 'Wed, 31 Dec 2025 19:26:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:26:38,572 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '915c0c38-ebc6-400f-943e-2290101f352f', 'Date': 'Wed, 31 Dec 2025 19:26:38 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:26:38,872 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '2e5fc579-456d-4ba0-a239-481a0e23f120', 'Date': 'Wed, 31 Dec 2025 19:26:38 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:26:46,345 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'f1578117-0a1d-533b-8ccd-e0d8713fdf82', 'Date': 'Wed, 31 Dec 2025 19:26:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:27:06,373 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '4ceacaa0-7730-5625-936e-ab6f0c066f5b', 'Date': 'Wed, 31 Dec 2025 19:27:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:27:17,835 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '1c5d233e-8235-4cc8-bc22-b8ab7e5316bf', 'Date': 'Wed, 31 Dec 2025 19:27:17 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:27:18,139 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'fa704634-c2ab-4d05-bc66-c292fc386cf5', 'Date': 'Wed, 31 Dec 2025 19:27:18 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:27:26,403 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'd955ab31-7daf-5aa4-93b7-cafe06e56549', 'Date': 'Wed, 31 Dec 2025 19:27:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:27:46,429 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '8f454106-3c23-50bf-8ee0-20c9477d7e66', 'Date': 'Wed, 31 Dec 2025 19:27:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:27:56,218 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '86185156-a263-4df5-9390-50a27b45ebec', 'Date': 'Wed, 31 Dec 2025 19:27:56 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:27:56,519 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'fc286503-5faf-4a42-bd74-d30fed5541ef', 'Date': 'Wed, 31 Dec 2025 19:27:56 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:28:06,457 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'b4edc11e-0ef3-5ef6-9cda-a0d1758123e2', 'Date': 'Wed, 31 Dec 2025 19:28:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:28:26,484 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '1c3ac465-78ff-54ca-bbbf-a5aa0379cbda', 'Date': 'Wed, 31 Dec 2025 19:28:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:28:36,724 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '79ec806a-273d-4d1c-8268-9aa505352a7d', 'Date': 'Wed, 31 Dec 2025 19:28:36 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:28:37,043 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '8599b209-6e2d-4c39-9f93-f5d84262d45a', 'Date': 'Wed, 31 Dec 2025 19:28:37 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:28:46,510 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '8d23919c-6b59-56d5-9a27-f05310c318ef', 'Date': 'Wed, 31 Dec 2025 19:28:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:29:06,537 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '6dd1c17d-3129-547b-a553-a0b24a870598', 'Date': 'Wed, 31 Dec 2025 19:29:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:29:16,254 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '656b14a2-72bc-4ff7-a8ed-6a9ea2e4873c', 'Date': 'Wed, 31 Dec 2025 19:29:16 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:29:16,576 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '7f96f13b-6a7e-4c5c-bfab-3261da2dadd9', 'Date': 'Wed, 31 Dec 2025 19:29:16 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:29:26,567 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '621f8162-0d23-51fa-ac27-e0ad76e12a62', 'Date': 'Wed, 31 Dec 2025 19:29:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:29:46,595 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '383182b9-be6b-5476-a0d4-e376c5bd1069', 'Date': 'Wed, 31 Dec 2025 19:29:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:29:55,813 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '5b034541-f650-41c2-a34a-d4cce8bf96e3', 'Date': 'Wed, 31 Dec 2025 19:29:55 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:29:56,132 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '5b49efda-affc-486f-b7ad-96b8d3c5965e', 'Date': 'Wed, 31 Dec 2025 19:29:56 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:30:06,623 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'bed62644-c90f-53d7-ab93-478bb2e5e36d', 'Date': 'Wed, 31 Dec 2025 19:30:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
